"product_id";"subcategory_id";"description";"source";"is_final";"is_verified";"language_id"
"01267";"0100";"Cheese, mexican, queso cotija";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01270";"0100";"Cheese, cheddar, sharp, sliced";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01271";"0100";"Cheese, mozzarella, low moisture, part-skim, shredded";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01275";"0100";"Yogurt, Greek, nonfat, vanilla, CHOBANI";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01276";"0100";"Yogurt, Greek, strawberry, DANNON OIKOS";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01278";"0100";"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01280";"0100";"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01284";"0100";"Yogurt, Greek, strawberry, lowfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01285";"0100";"Yogurt, Greek, strawberry, nonfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01286";"0100";"Yogurt, Greek, vanilla, nonfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01287";"0100";"Yogurt, Greek, plain, lowfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01289";"0100";"Kefir, lowfat, plain, LIFEWAY";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01290";"0100";"Kefir, lowfat, strawberry, LIFEWAY";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01291";"0100";"Milk, evaporated, 2% fat, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01292";"0100";"Milk, chocolate, fat free, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01293";"0100";"Yogurt, Greek, plain, whole milk";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01294";"0100";"Yogurt, Greek, fruit, whole milk";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01295";"0100";"Yogurt, vanilla, non-fat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01297";"0100";"Yogurt, Greek, vanilla, lowfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01298";"0100";"Yogurt, frozen, flavors other than chocolate, lowfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
